"Gene","logFC","t_statistic","P.Value","FDR"
"ENSG00000287458",-1.33886329796954,-6.6194631361378,1.23111762502434e-09,1.46597938180838e-08
"ENSG00000237781",-1.12526218247081,-6.6183109215755,1.23806576529202e-09,1.47239159637444e-08
"ENSG00000250011",-1.21328157518592,-6.6168340389817,1.24702838730749e-09,1.47859325292781e-08
"ENSG00000180409",-1.28647121816939,-6.59993816360081,1.35423530283668e-09,1.58925237216343e-08
"ENSG00000221937",-1.25338328572644,-6.59968987912454,1.35587669328179e-09,1.58942160224284e-08
"ENSG00000286638",-1.03701349529865,-6.59252924568882,1.40406969240428e-09,1.6387772531296e-08
"ENSG00000237927",-1.07314873200375,-6.58811159695797,1.43464116563348e-09,1.6723867746413e-08
"ENSG00000130300",-1.29390144388039,-6.58368151891095,1.46595846109649e-09,1.70369264546885e-08
"ENSG00000103056",1.08307987519002,6.56432513888366,1.61089944579997e-09,1.85573128302528e-08
"ENSG00000055118",1.18692428429359,6.56148651888248,1.63331193942032e-09,1.87840844412698e-08
"ENSG00000133800",-1.0578538536804,-6.55322287977527,1.70032522513938e-09,1.94243338939815e-08
"ENSG00000125148",-1.16509108478483,-6.5506536963129,1.72170759428629e-09,1.96091461071132e-08
"ENSG00000239839",1.49459629507914,6.54611185239077,1.76015896176336e-09,1.99987180468626e-08
"ENSG00000260059",-1.16401862592943,-6.54097460410082,1.80467329208869e-09,2.03693442039345e-08
"ENSG00000279296",-1.40244895495422,-6.5296632738841,1.90664018778436e-09,2.13666197843437e-08
"ENSG00000258227",-1.02669357428261,-6.52606008412932,1.94030014552243e-09,2.17050915328691e-08
"ENSG00000287771",-1.23451425930302,-6.50736736874983,2.12456158375727e-09,2.35011691807513e-08
"ENSG00000164556",1.07759350863789,6.5072353925917,2.12592204723545e-09,2.35024175621017e-08
"ENSG00000221869",-1.0061775992873,-6.50591184392826,2.13961335126509e-09,2.36399039947987e-08
"ENSG00000108688",1.18241212151306,6.49901751995367,2.21235028512044e-09,2.43720787550286e-08
"ENSG00000272636",1.13283232216228,6.49528531715692,2.25273842449653e-09,2.46870776269143e-08
"ENSG00000005961",1.31566285724437,6.49316469291904,2.27601005100743e-09,2.49131187338048e-08
"ENSG00000288025",-1.22397403973201,-6.48803392958719,2.33330057908434e-09,2.54662319286157e-08
"ENSG00000214761",-1.10810995183778,-6.47963932210463,2.43011879419251e-09,2.6492232549189e-08
"ENSG00000276672",1.15799164245367,6.47075362316416,2.53692019684213e-09,2.7560843522556e-08
"ENSG00000165555",-1.00044461771313,-6.46554620089697,2.601649066121e-09,2.81504107453115e-08
"ENSG00000229677",-1.02702595835736,-6.4583814960732,2.69337750174493e-09,2.90262273328782e-08
"ENSG00000140280",-1.16122512044121,-6.44694405788563,2.84646242233785e-09,3.05015125779297e-08
"ENSG00000267469",1.08743299327677,6.44649197306281,2.85268653727751e-09,3.05508294424297e-08
"ENSG00000012223",1.00298271217576,6.44522124911948,2.8702533234683e-09,3.07139373055584e-08
"ENSG00000280129",-1.00932677533637,-6.44269021833056,2.90556142247609e-09,3.10288923336761e-08
"ENSG00000283486",1.08455635800136,6.43812804048334,2.97028957288321e-09,3.16126073299288e-08
"ENSG00000282608",-1.0833917717433,-6.42971318467446,3.09343217263926e-09,3.27566471434392e-08
"ENSG00000143341",-1.07200307918068,-6.41392416415044,3.33822730202444e-09,3.50923693725092e-08
"ENSG00000259332",-1.72425237034584,-6.41261576981195,3.35934967975241e-09,3.52750441846019e-08
"ENSG00000267122",1.12304479554998,6.41268399651626,3.35824499556317e-09,3.52750441846019e-08
"ENSG00000197653",1.10389784341636,6.40671557872662,3.45624984092517e-09,3.61314286922022e-08
"ENSG00000283743",-1.68249057901642,-6.4050380427803,3.48430012409329e-09,3.63842825596837e-08
"ENSG00000267007",1.28833994742318,6.39713116281023,3.61956409246039e-09,3.76506617193643e-08
"ENSG00000254288",-1.05666138342964,-6.3875170520283,3.79102464754634e-09,3.92823555063135e-08
"ENSG00000263020",1.27929463821726,6.38705930640947,3.79938495468281e-09,3.92825542131255e-08
"ENSG00000183684",1.02754673226043,6.3594059143332,4.33964508361935e-09,4.43571536002286e-08
"ENSG00000113296",1.16250999712563,6.33538933637681,4.86982501022019e-09,4.9162788608e-08
"ENSG00000274286",1.21098531568836,6.33086957423922,4.97651079690372e-09,5.00520610742511e-08
"ENSG00000249173",-1.14825436868843,-6.31046400774274,5.48756121613108e-09,5.46666727601678e-08
"ENSG00000279946",1.24719877715928,6.30475946660477,5.63945490214645e-09,5.6090840256935e-08
"ENSG00000279071",1.19469820104553,6.2986407114703,5.80698433551242e-09,5.77266337268512e-08
"ENSG00000280119",1.11658875735328,6.29038271744923,6.04088379457968e-09,5.98937731169958e-08
"ENSG00000223629",1.31528252833164,6.26990811175895,6.66159800546391e-09,6.54622760703856e-08
"ENSG00000005381",1.12055481909396,6.26527434493281,6.81056965789493e-09,6.67868356144845e-08
"ENSG00000272734",1.06613890675281,6.2390173889038,7.71880597808364e-09,7.46496275841809e-08
"ENSG00000181963",-1.00607482298481,-6.23850045805194,7.73783460753171e-09,7.47514504290679e-08
"ENSG00000254501",1.5013176895259,6.23322557539354,7.93466789806146e-09,7.64178291736615e-08
"ENSG00000163600",1.20263720230846,6.22422202532436,8.2820916422198e-09,7.93177642888341e-08
"ENSG00000273036",1.328131359571,6.21331423007681,8.72311203670433e-09,8.30768374860648e-08
"ENSG00000149516",1.04763114068873,6.20628502842773,9.01948529480541e-09,8.56396491852542e-08
"ENSG00000265531",-1.10164716657019,-6.20390602744702,9.12202019710197e-09,8.6395483395177e-08
"ENSG00000132010",-1.02265653650866,-6.17675317057108,1.03767938487903e-08,9.71560847532361e-08
"ENSG00000179941",-1.02186478455419,-6.17628207961903,1.03999991585067e-08,9.73249797058863e-08
"ENSG00000171999",-1.03656213040081,-6.17465784939987,1.04803989912756e-08,9.79800278896525e-08
"ENSG00000228594",1.07942562013437,6.16576356704058,1.09316393367708e-08,1.01844817915968e-07
"ENSG00000109099",1.10479373832241,6.16563751221122,1.09381700980461e-08,1.01855288337614e-07
"ENSG00000173212",-1.03353800919745,-6.16268678747411,1.1092145910562e-08,1.03136152351021e-07
"ENSG00000151726",-1.01818592399159,-6.16277310966435,1.10876112626024e-08,1.03136152351021e-07
"ENSG00000228278",1.01875579070465,6.16139235504139,1.11603639571846e-08,1.03668114509588e-07
"ENSG00000271787",1.21992265274361,6.14215620824836,1.22241632515286e-08,1.12771198497696e-07
"ENSG00000164626",1.08660836968358,6.11758229724606,1.37293432568346e-08,1.25535329716429e-07
"ENSG00000095932",1.16854600803237,6.08510749839278,1.60011799012151e-08,1.44224988985211e-07
"ENSG00000183018",1.01482160935845,6.07161614468721,1.70502854385067e-08,1.52876381290142e-07
"ENSG00000170801",1.23651645059096,6.05302586518457,1.86075067227267e-08,1.65577804271481e-07
"ENSG00000268500",-1.94325223955889,-6.03944185361565,1.98330230913319e-08,1.75405863377704e-07
"ENSG00000132561",1.10780341132191,6.03896324240153,1.98776197803826e-08,1.7555302457705e-07
"ENSG00000123700",-1.128639867904,-6.02943374318724,2.07863867962513e-08,1.8297848339616e-07
"ENSG00000090339",1.01344595712949,6.01818657120328,2.19116250484727e-08,1.91674984850336e-07
"ENSG00000165949",-1.25314748068619,-6.00510244128313,2.32961600447984e-08,2.02236434527149e-07
"ENSG00000158856",1.1934410249535,6.00380614442723,2.34379266789019e-08,2.03186223091189e-07
"ENSG00000270893",-1.02454487246123,-5.96501330093779,2.80960277494848e-08,2.40048722848822e-07
"ENSG00000198814",-1.00409426687698,-5.96181225050754,2.8518736791616e-08,2.42983249063981e-07
"ENSG00000214651",-1.19337061338817,-5.93943217390344,3.16538251492259e-08,2.65968124135511e-07
"ENSG00000253816",-1.2263043799755,-5.9367377689063,3.20533941808594e-08,2.68843205511589e-07
"ENSG00000236525",-1.0584131468789,-5.91490079655654,3.54799130843374e-08,2.93660194500329e-07
"ENSG00000161040",-1.28815234513571,-5.91477806754566,3.55001531982047e-08,2.93698676305569e-07
"ENSG00000144668",1.06961346699623,5.90174738246375,3.77149413872392e-08,3.10521881928676e-07
"ENSG00000102837",1.20660554263616,5.89697022399715,3.85604491876194e-08,3.16929206717441e-07
"ENSG00000115590",-1.11130121041891,-5.88048889735608,4.16228923320529e-08,3.39915710160832e-07
"ENSG00000231123",-1.07601078501489,-5.88054208626175,4.16126348774941e-08,3.39915710160832e-07
"ENSG00000220517",-1.04914270949645,-5.87533467007605,4.26287532819213e-08,3.47335836645689e-07
"ENSG00000285816",-1.63167411879617,-5.86376613520342,4.49741137491173e-08,3.64240049357641e-07
"ENSG00000273055",-1.04175910068067,-5.8591247764061,4.59503032944853e-08,3.71986168225833e-07
"ENSG00000259207",1.09571248290236,5.85709226483344,4.63843127927717e-08,3.74937890448926e-07
"ENSG00000239961",-1.05890885658457,-5.84804924806223,4.83646043721944e-08,3.88597428581574e-07
"ENSG00000215378",1.26866125542032,5.82900451251105,5.2810553985951e-08,4.20831309639317e-07
"ENSG00000104918",1.11933147418744,5.80466787471903,5.90795903573874e-08,4.6664206421487e-07
"ENSG00000270149",-1.87732527593382,-5.79508233345204,6.17444813179741e-08,4.84239191951705e-07
"ENSG00000285600",1.23473121988344,5.78921799961843,6.34326334296861e-08,4.96445346301798e-07
"ENSG00000248477",-1.18530314475869,-5.78147035087994,6.57325468556749e-08,5.12316804992637e-07
"ENSG00000049323",1.01499418066405,5.76171897534335,7.19724786611579e-08,5.54526606551694e-07
"ENSG00000182347",-1.10458309704573,-5.75621078941935,7.38139313057223e-08,5.66528430943192e-07
"ENSG00000180596",-1.0178411851091,-5.75616053584891,7.38309426672437e-08,5.66528430943192e-07
"ENSG00000136197",-1.35331234225509,-5.75491821161224,7.42527075472929e-08,5.69069367280677e-07
"ENSG00000133328",-1.12539754136056,-5.74405059613841,7.80444442381287e-08,5.96672581395239e-07
"ENSG00000160683",1.04301254449545,5.72472114436876,8.52634181434463e-08,6.46615245968696e-07
"ENSG00000234484",-1.01065113393951,-5.72308030743033,8.5905548050269e-08,6.50960866520904e-07
"ENSG00000268170",-1.00807454176763,-5.70866286810267,9.17554974495365e-08,6.90291557889125e-07
"ENSG00000123444",-1.0151307623839,-5.7084847339823,9.18301657336162e-08,6.90577509816312e-07
"ENSG00000088899",1.03355115762421,5.70636938083422,9.27214244047597e-08,6.96168271397713e-07
"ENSG00000242593",1.16677302717566,5.70550884411583,9.30864156407847e-08,6.98074003917636e-07
"ENSG00000130522",1.16043208714864,5.68910889992913,1.00317851902539e-07,7.46656536602144e-07
"ENSG00000125510",-1.09243734137952,-5.65088188268775,1.19379759334392e-07,8.743685483442e-07
"ENSG00000184500",1.01838454686681,5.58987669149413,1.57385142650841e-07,1.1251990859332e-06
"ENSG00000280091",1.08165332141486,5.57700870475697,1.66800413752273e-07,1.18707449726684e-06
"ENSG00000133169",1.04127507778076,5.56171843690774,1.7870693891302e-07,1.26416872521347e-06
"ENSG00000279095",1.08089905689178,5.56134646139819,1.79006729778648e-07,1.26581410494376e-06
"ENSG00000223549",-1.01494243026411,-5.55047607384008,1.87988453830364e-07,1.32188372275341e-06
"ENSG00000257181",-1.36560172409095,-5.52905139514232,2.07001386422802e-07,1.43786582501207e-06
"ENSG00000245694",1.0603740779686,5.50472621476052,2.30875380188503e-07,1.58673127033602e-06
"ENSG00000256422",1.18019680706639,5.484346658683,2.52934771914864e-07,1.72387309454856e-06
"ENSG00000132470",1.10283410176528,5.42435987907963,3.30529885491536e-07,2.18397824724292e-06
"ENSG00000244242",1.0253382682797,5.38755026835094,3.8920562254385e-07,2.53609668539642e-06
"ENSG00000225914",1.01868725588706,5.38604841937107,3.91804267513477e-07,2.55038313456077e-06
"ENSG00000155875",1.06004470133835,5.38306699612298,3.97013369316162e-07,2.58161472253292e-06
"ENSG00000140015",1.12620239018548,5.37838484472104,4.05330888804541e-07,2.6275372619752e-06
"ENSG00000101335",1.04894891322123,5.34958494506258,4.60366921783036e-07,2.9427865872239e-06
"ENSG00000081041",1.04777097988107,5.31925023658464,5.26225493386316e-07,3.32206295054002e-06
"ENSG00000184897",1.3384018991473,5.30593748510462,5.5795488820772e-07,3.50282833055947e-06
"ENSG00000004939",1.29342905038534,5.2859071004383,6.0924438339573e-07,3.7927778236645e-06
"ENSG00000102145",1.03488274149987,5.26776846347617,6.59642870075588e-07,4.06754578935644e-06
"ENSG00000100101",-1.267050304502,-5.25715714385185,6.90990067579492e-07,4.23624797779256e-06
"ENSG00000167633",-1.06544964614244,-5.25646896225727,6.93072508451956e-07,4.24726737612816e-06
"ENSG00000253661",1.00986987795376,5.21961885439893,8.13991869607024e-07,4.90216714822798e-06
"ENSG00000259132",-1.01814083752086,-5.21773402006386,8.20701217544093e-07,4.93311089218112e-06
"ENSG00000288535",1.42787520760422,5.2147321126012,8.31498504025573e-07,4.99164079631413e-06
"ENSG00000287439",1.07081794148582,5.16512957167101,1.03132087071817e-06,6.07315491171893e-06
"ENSG00000179593",-1.14797968802091,-5.15727562407426,1.06698384528628e-06,6.27140145943928e-06
"ENSG00000128573",1.02371014925702,5.15674412246692,1.06944023730356e-06,6.27996109424079e-06
"ENSG00000172058",1.06549884413302,5.13024784578397,1.19913817984025e-06,6.96772517946654e-06
"ENSG00000250479",1.10921099492684,5.12659632244099,1.21817313434704e-06,7.07178597991665e-06
"ENSG00000167100",1.01103627790894,5.12297761302686,1.23732743051591e-06,7.17634671676686e-06
"ENSG00000253553",1.09836035327099,5.10850331982513,1.31691944370591e-06,7.58194635713076e-06
"ENSG00000272273",1.04959510438112,5.10801680936554,1.31967956639651e-06,7.59319599015804e-06
"ENSG00000288640",-1.68562345144479,-5.10312286716806,1.34775980095178e-06,7.73586201411631e-06
"ENSG00000143520",1.06588443296955,5.02427459484465,1.88907716873355e-06,1.04317638691019e-05
"ENSG00000167080",1.04371096518607,5.0171543474207,1.94727573795206e-06,1.0700927757159e-05
"ENSG00000175820",1.05195469074501,4.99356316710753,2.15284206549601e-06,1.17279464516523e-05
"ENSG00000160973",1.17984801825712,4.98087071306494,2.2720227477036e-06,1.23095670179006e-05
"ENSG00000228065",1.02589859969266,4.92708318613642,2.85230825464923e-06,1.5118678362713e-05
"ENSG00000206047",2.70083546946089,4.9239259631792,2.89051724070713e-06,1.52996807475249e-05
"ENSG00000182263",1.05739921104636,4.91680900138367,2.97848101517363e-06,1.57035055594293e-05
"ENSG00000168282",-1.28859845687276,-4.89622650418903,3.24777027336423e-06,1.69477829389572e-05
"ENSG00000263335",-1.17516928478249,-4.84504450958507,4.02402276766847e-06,2.05711101485315e-05
"ENSG00000236333",1.17348223302206,4.83181998205246,4.25222236842677e-06,2.16086768212634e-05
"ENSG00000090104",1.00054627994509,4.81575686372916,4.5463358970681e-06,2.29608245654072e-05
"ENSG00000228198",1.08859393285284,4.81183191414652,4.62114910969021e-06,2.32949443212053e-05
"ENSG00000159189",-1.07677970087888,-4.7990542507586,4.87307127798511e-06,2.44601430148371e-05
"ENSG00000143416",1.19542004898044,4.79058324813045,5.04737621616513e-06,2.52543089402706e-05
"ENSG00000182050",1.139553245145,4.66752957435937,8.37453982400437e-06,3.97880406568964e-05
"ENSG00000259001",1.10353737547516,4.66410312547411,8.49248320292814e-06,4.03178927864819e-05
"ENSG00000234886",1.04506912910935,4.6378008160955,9.45297198949999e-06,4.44188292188079e-05
"ENSG00000152463",-1.13218839320113,-4.62173763549623,1.00904039761755e-05,4.70386117553067e-05
"ENSG00000250264",-1.31182846168294,-4.50723457209106,1.6002171517646e-05,7.12476736113011e-05
"ENSG00000256664",-1.0657517367943,-4.49969684772102,1.64912698022852e-05,7.3200410116741e-05
"ENSG00000188536",1.28950700319696,4.42666792883571,2.20408165957908e-05,9.48389454160591e-05
"ENSG00000286653",1.0238114474155,4.37261354391432,2.7267145178549e-05,0.000114451533171459
"ENSG00000284292",-1.10607225687567,-4.35416388991198,2.93101413642826e-05,0.000121832401372541
"ENSG00000169429",1.0084927291335,4.31915310996815,3.35994343209842e-05,0.000137626906662035
"ENSG00000213973",1.07475309648758,4.27153158665944,4.04131402111107e-05,0.000162469040192772
"ENSG00000206172",1.3617872947757,4.23500048692718,4.65214660581934e-05,0.000184266479731759
"ENSG00000251201",-1.16008980859638,-4.18681871069959,5.59454987207115e-05,0.000217613319203131
"ENSG00000255949",1.05486005967243,4.17919621280068,5.75950337284657e-05,0.000222970662839465
"ENSG00000257764",1.20028334949841,4.11649841742957,7.30505835320204e-05,0.000274456899197487
"ENSG00000158578",1.21732737517915,4.10356115268266,7.67008734481859e-05,0.000286627862332261
"ENSG00000186919",1.28441303907403,3.96334185365415,0.000129275685148601,0.000454855315059647
"ENSG00000285508",1.11284777506377,3.91046022267372,0.000156916455378662,0.000537877296927277
"ENSG00000234857",1.28562198766833,3.7487647178166,0.000280727200517103,0.000898460585005299
"ENSG00000244734",1.04488241288343,3.73722141972885,0.000292445067384748,0.000931207381237034
"ENSG00000269891",-1.01133493845961,-3.73594441512348,0.000293769532918461,0.000934802442756414
"ENSG00000203618",1.15792000778712,3.6758534891346,0.000362943572882576,0.00112434320440092
"ENSG00000260914",-1.1511074986321,-3.64422319119095,0.000405295185027688,0.00123843482490699
"ENSG00000286231",-1.48530473434199,-3.5968077261412,0.000477634927057865,0.0014265710824886
"ENSG00000173366",-1.1175517991705,-3.59000828993551,0.000488958380043337,0.00145582392338492
"ENSG00000287286",-1.07113030187213,-3.40087833814547,0.00092682511100482,0.00253000020882608
"ENSG00000267601",1.06739506773857,3.35768829236957,0.00106895867816616,0.00285469855107657
"ENSG00000280987",-1.00251203790239,-3.30506683074116,0.00126972927520723,0.00331636074236831
"ENSG00000250021",-1.0374061216157,-3.24188085223447,0.00155732939633684,0.00394738578689362
"ENSG00000261796",-1.29306758441072,-3.16078613801722,0.00201569568653818,0.00492626820744761
