"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_GAB1_SIGNALOSOME",0.956902675822875,0.996539193632116,0.23211641604154,0.574966582904573,4040,10,"1956;5829;55824;1950"
"REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS",0.957751277683135,0.996539193632116,-0.236621882844811,-0.585888431603558,5621,12,"3339"
"REACTOME_INTERLEUKIN_1_SIGNALING",0.885570469798658,0.996539193632116,-0.255978102670862,-0.69609391598295,5277,17,"3556;7850;3554"
"REACTOME_INTERLEUKIN_17_SIGNALING",0.88189738625363,0.996539193632116,0.261917746221916,0.686183248265001,3643,12,"5601;3725;55540;1386"
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",0.890367860600194,0.996539193632116,0.258202567760342,0.676450065762404,3678,12,"3568;4067;1399;5777;3636;6777;7525;3560;3559;3563;3567;1438"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",0.995080707148347,0.996539193632116,-0.164587521598472,-0.556415803650969,6472,44,"3688;3934;2208;3689;3605;4314;356;4318;7184;6356;2309;3553;3684;3082;6367;3976;7040;3383"
"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",0.942694766753493,0.996539193632116,0.241452991452991,0.598093852194275,3980,10,"3569;3977;3570;1489;9244;5008;3589;3976;9180;3572"
"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",0.950611246943765,0.996539193632116,0.225604699589319,0.603469197273553,3887,13,"2590"
"REACTOME_MUSCLE_CONTRACTION",0.940301090154006,0.996539193632116,-0.254372320585861,-0.596853904111988,5433,10,"59;4880;3693"
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",0.973433439214554,0.996539193632116,0.180675175920279,0.673239507460454,3370,49,"3920;5054;7450;967;7078;5155;54518;308;7066;351;3699;5154;7424;4067;2621;1950;5770;27040;6647;29106"
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",0.977459016393443,0.996539193632116,-0.220427611605873,-0.532511216512733,5723,11,"3482"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",0.996539193632116,0.996539193632116,-0.185726113187859,-0.435783875762935,5758,10,"4023;51129;2167"
