"Protein","logFC_Unadjusted","adj.P.Val_Unadjusted","Regulation_Unadjusted","Significant_Unadjusted","logFC_Adjusted","adj.P.Val_Adjusted","Regulation_Adjusted","Significant_Adjusted","Status","Direction_Consistent","Direction_Change","logFC_Change"
"OID20274",1.0952796595208,9.70359897893492e-07,"Up",TRUE,1.29418254893867,1.88112983565243e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.198902889417869
"OID20275",-0.750023883984863,3.41318570394882e-11,"Down",TRUE,-0.578341318090197,3.49064032632993e-07,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.171682565894666
"OID20279",-1.06505591004623,7.60075548368571e-23,"Down",TRUE,-0.990129434090005,1.27168856112297e-17,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0749264759562283
"OID20292",-1.05250037831021,2.17041619069112e-09,"Down",TRUE,-0.639273413945819,0.000107862987214899,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.41322696436439
"OID20295",-0.811482934005879,2.87748778547703e-08,"Down",TRUE,-0.555465133307495,0.000114244514932503,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.256017800698383
"OID20298",0.636091013030682,7.16647873798069e-07,"Up",TRUE,0.567991977619488,0.000107729224374185,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0680990354111932
"OID20299",-1.11322515762925,7.81284718859483e-12,"Down",TRUE,-0.710550525886451,2.08331065640069e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.402674631742798
"OID20302",0.642549684741485,9.21695561330416e-13,"Up",TRUE,0.726647135007577,6.00539956297573e-14,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0840974502660922
"OID20334",-1.22173729298024,9.3068412701985e-15,"Down",TRUE,-0.942992007199042,2.69039779227528e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.278745285781201
"OID20341",0.932057528373262,7.16069295436069e-33,"Up",TRUE,0.950390668057511,1.38501329077304e-28,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.01833313968425
"OID20342",0.592060605296341,0.000248534416681883,"Up",TRUE,0.644924754661142,0.000499052413671259,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0528641493648011
"OID20355",0.753307129045816,2.38595105590146e-11,"Up",TRUE,0.823606508649469,4.34217744599077e-11,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0702993796036527
"OID20362",0.681900214375784,2.88220939321622e-17,"Up",TRUE,0.7224154938209,3.57455581163528e-16,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0405152794451161
"OID20368",-0.891506326187471,3.37861227026196e-12,"Down",TRUE,-0.776921235366699,4.19402657154474e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.114585090820772
"OID20378",0.6916211223203,2.43400383536135e-10,"Up",TRUE,0.828482646703629,5.60784698060964e-12,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.136861524383329
"OID20383",-0.951518163093732,3.41318570394882e-11,"Down",TRUE,-0.620436655676614,3.12440267822869e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.331081507417118
"OID20384",-0.77912518705338,2.67320767265676e-13,"Down",TRUE,-0.608200902943065,4.56770642763106e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.170924284110315
"OID20393",-0.598457990752416,1.3741934734653e-08,"Down",TRUE,-0.687239976343474,1.07842603638595e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,-0.088781985591058
"OID20397",-0.756090508617062,1.04264095755044e-15,"Down",TRUE,-0.569854759932392,1.5558796036905e-10,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.18623574868467
"OID20405",-1.01329957965531,3.73932067762419e-21,"Down",TRUE,-0.855098428414291,3.54917972165022e-14,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.158201151241022
"OID20436",1.74127140395123,7.0012244753378e-26,"Up",TRUE,1.69871696357656,2.69390918729256e-20,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.042554440374676
"OID20489",0.577759197141654,1.66526929459769e-06,"Up",TRUE,0.650514677349479,1.93859557501697e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0727554802078244
"OID20495",2.11557223346828,2.39527973827244e-13,"Up",TRUE,2.14671837982672,2.86617082815039e-11,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0311461463584441
"OID20512",-0.748380731399745,5.2957313096624e-07,"Down",TRUE,-0.571525822190333,0.000945596603816574,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.176854909209412
"OID20523",2.12826751155947,7.8314010512324e-26,"Up",TRUE,2.05448487415158,4.28068507957038e-22,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.07378263740789
"OID20533",0.850222433795707,5.41609466573833e-09,"Up",TRUE,0.921616772208008,2.76959539662458e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0713943384123008
"OID20536",1.12919676334594,1.33206657754606e-19,"Up",TRUE,1.18124621367248,2.39838043103374e-17,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0520494503265405
"OID20543",0.753855573770488,1.41060357647823e-08,"Up",TRUE,0.75335975256034,5.01028379484085e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.000495821210147906
"OID20563",0.589061668768389,0.02604129431546,"Up",TRUE,0.70179865770675,0.0154411756534955,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.112736988938361
"OID20570",0.63309715006305,6.4972639566026e-06,"Up",TRUE,0.766227916165195,4.70308323270982e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.133130766102145
"OID20581",-0.537908860865909,2.91514878592199e-09,"Down",TRUE,-0.508156731503172,6.04508394397016e-07,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0297521293627371
"OID20593",-0.581452198402684,0.0125926270421947,"Down",TRUE,-0.614623094896437,0.0217779284267083,"Down",TRUE,"Significant_Both",TRUE,FALSE,-0.0331708964937532
"OID20596",1.13781348886086,7.35489100626572e-07,"Up",TRUE,1.34306280316621,7.98187657746013e-09,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.205249314305346
"OID20599",0.561790323665403,1.03294737782427e-08,"Up",TRUE,0.610476959266621,1.48643403869203e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0486866356012178
"OID20602",0.543093589743588,3.75872270092536e-08,"Up",TRUE,0.590910534110052,7.69347253612745e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0478169443664643
"OID20604",1.28023181168558,3.30556585103405e-21,"Up",TRUE,1.22720999759839,4.53284167725048e-16,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0530218140871821
"OID20638",1.05963895334173,1.06639251188809e-16,"Up",TRUE,1.03677806444303,7.16761955620706e-13,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0228608888987096
"OID20647",-0.867403795712481,1.07017565822563e-08,"Down",TRUE,-0.673879897356244,8.5695073785573e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.193523898356236
"OID20652",0.6877618495166,2.07682326832428e-13,"Up",TRUE,0.64700808513336,4.4245139039013e-10,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0407537643832402
"OID20653",-0.910545140815465,5.76004028772473e-14,"Down",TRUE,-0.594279771439527,3.63724112695928e-07,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.316265369375938
"OID20654",0.824714678436314,6.66696137774624e-21,"Up",TRUE,0.802187046178941,1.1844076381721e-16,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0225276322573734
"OID20660",0.638470546448084,5.2939573470953e-09,"Up",TRUE,0.607439031499704,8.20122925426743e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0310315149483804
"OID20664",-1.02383754518705,2.18155552115216e-17,"Down",TRUE,-0.834152528406096,5.60784698060964e-12,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.189685016780952
"OID20669",0.585992530474986,1.89956469623864e-05,"Up",TRUE,0.514831971270515,0.00125425929528068,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0711605592044711
"OID20690",0.744379659520804,3.54077884696448e-13,"Up",TRUE,0.762381468537282,7.53816363863902e-12,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0180018090164781
"OID20697",2.41575119798234,1.80744541471111e-35,"Up",TRUE,2.38172330382813,4.09990765079392e-30,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0340278941542049
"OID20700",0.672025561160148,0.000239841816493674,"Up",TRUE,0.744842594319021,0.000211046846043144,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0728170331588724
"OID20714",0.896143215636815,2.18752795979617e-06,"Up",TRUE,1.00648035582545,3.33329603731087e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.110337140188638
"OID20718",0.509771340899535,0.000313793821221643,"Up",TRUE,0.560501932695688,0.000449733604677686,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0507305917961531
"OID20745",-0.829343900798652,2.29227487062445e-08,"Down",TRUE,-0.666817298381202,0.000102588817243769,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.162526602417451
"OID20746",-0.615723312316098,3.1762889517223e-14,"Down",TRUE,-0.525964274029396,2.82433498471829e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0897590382867014
"OID20750",0.969235725094574,1.82658906707263e-21,"Up",TRUE,0.939602016932085,8.43370028259419e-17,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0296337081624891
"OID20754",-1.07920404371584,5.52940636642327e-27,"Down",TRUE,-1.0464999125747,1.71627506929801e-22,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.03270413114114
"OID20756",0.571066380832282,0.000365018654537618,"Up",TRUE,0.530140636726206,0.00192909789596297,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0409257441060751
"OID20759",-0.823711202185788,1.56189482672793e-12,"Down",TRUE,-0.564138599224884,2.271170251991e-07,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.259572602960904
"OID20772",-1.41032061790667,6.7223880109792e-14,"Down",TRUE,-1.21476093831347,2.19074827122561e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.195559679593206
"OID20773",0.774455069356869,1.33206657754606e-19,"Up",TRUE,0.760461647454878,4.79526142927999e-15,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0139934219019909
"OID20781",0.930400105086167,2.26509006415932e-19,"Up",TRUE,0.996597497409819,2.74773072510067e-21,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0661973923236517
"OID20787",-1.25127873055905,3.28597417356928e-11,"Down",TRUE,-0.775413900955388,2.74433230277835e-05,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.475864829603665
"OID20795",1.93873746532155,1.72199067078982e-31,"Up",TRUE,1.8271656575561,6.96141616169206e-23,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.111571807765455
"OID20847",0.849350575872213,1.0504055189471e-06,"Up",TRUE,0.945637953654842,8.51780976614337e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0962873777826293
"OID20883",0.937879676334593,5.15809572168905e-11,"Up",TRUE,1.02587570996529,6.21719346012793e-11,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0879960336306995
"OID20896",0.924399983186212,0.000639662616979824,"Up",TRUE,1.18263416284639,4.67594490842013e-05,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.258234179660173
"OID20904",0.929726620428748,3.40688905918933e-10,"Up",TRUE,1.07303466243879,5.60784698060964e-12,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.143308042010039
"OID20911",0.648327936107608,0.0147833776983426,"Up",TRUE,0.774493653300656,0.00791570718515734,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.126165717193049
"OID20916",-1.46401436738125,1.69495844592231e-11,"Down",TRUE,-1.16860793500705,4.99465993133729e-07,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.295406432374193
"OID20932",0.510989991593104,2.85712733117425e-07,"Up",TRUE,0.532372964922793,2.92018217455101e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0213829733296894
"OID20937",0.854003488860862,2.0745759101201e-06,"Up",TRUE,1.06088073564723,7.39442279101481e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.206877246786371
"OID20951",-0.643593724253886,1.31094894342535e-08,"Down",TRUE,-0.517969971058678,6.72430102558722e-05,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.125623753195208
"OID20953",0.637268213535096,9.65523686902331e-11,"Up",TRUE,0.657992615465834,2.7377235563963e-09,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0207244019307379
"OID20961",0.585768541403948,3.70940288057322e-05,"Up",TRUE,0.614219503576513,0.000127824040857073,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0284509621725657
"OID20969",0.576378894493482,8.50554066706978e-09,"Up",TRUE,0.622874844809805,3.91162065092356e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0464959503163229
"OID20979",0.58978465741908,3.95709173099585e-06,"Up",TRUE,0.697762118932043,4.03016476174464e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.107977461512963
"OID20985",-1.10418434216057,2.31410779726188e-15,"Down",TRUE,-0.823528176946306,5.7763065533296e-10,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.28065616521426
"OID20989",0.613146729718366,1.14093566221296e-09,"Up",TRUE,0.665279984686758,4.66719917489693e-09,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0521332549683916
"OID20994",-0.759845876418658,1.08189844442444e-14,"Down",TRUE,-0.595335974760534,2.27471513628704e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.164509901658124
"OID21011",0.548477393862966,3.05526667090601e-07,"Up",TRUE,0.528197955935388,1.10366882708513e-05,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0202794379275782
"OID21028",0.626326351408152,3.54077884696448e-13,"Up",TRUE,0.625220617624327,1.13494681303268e-10,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.00110573378382517
"OID21029",1.67215067675493,1.79282361456313e-19,"Up",TRUE,1.63117025695571,2.30870424998117e-15,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0409804197992196
"OID21042",1.53611049180327,4.69109689055456e-23,"Up",TRUE,1.57100891575227,3.06672852744358e-19,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0348984239489936
"OID21044",1.06593585960487,2.28220438112517e-32,"Up",TRUE,1.04668832309554,1.37576951799449e-27,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.019247536509331
"OID21047",0.574563182009245,0.01431422744104,"Up",TRUE,0.650979388219955,0.0129782314994689,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0764162062107098
"OID21048",-0.848412274064729,2.53096434278863e-19,"Down",TRUE,-0.631756884376457,1.11462206880196e-13,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.216655389688272
"OID21054",-0.536460874316938,6.98771445259128e-12,"Down",TRUE,-0.509931101791322,3.4875943346395e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0265297725256163
"OID21062",0.736214031105504,3.87485856525768e-16,"Up",TRUE,0.751417925553874,2.38305438537792e-14,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0152038944483697
"OID21064",-0.792459617486335,2.29358393627338e-10,"Down",TRUE,-0.539542065522533,7.08671089575918e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.252917551963803
"OID21069",-0.846522917192093,0.000135691565911501,"Down",TRUE,-0.525644580763875,0.0434222441110116,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.320878336428218
"OID21079",-0.920265208070614,6.69711894399343e-19,"Down",TRUE,-0.709091702681915,2.22085477810166e-12,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.211173505388699
"OID21082",0.5433745691467,0.00294668100076477,"Up",TRUE,0.722262452756345,0.000338498488494541,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.178887883609645
"OID21084",0.972465947877256,2.18177009395114e-15,"Up",TRUE,0.916930721324635,1.40021843417121e-11,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0555352265526211
"OID21107",-0.581672189995793,6.5792198451499e-18,"Down",TRUE,-0.549405944829316,8.29897070631054e-14,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0322662451664771
"OID21112",0.760933909205544,1.54304959011405e-10,"Up",TRUE,0.751602004076359,1.81046041617738e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.00933190512918469
"OID21123",-1.05577490121899,1.46935020636547e-08,"Down",TRUE,-0.600945463505892,0.000655525478626984,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.454829437713103
"OID21128",0.56787411517444,0.000246344020654249,"Up",TRUE,0.645021441124837,0.000294226635612071,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0771473259503973
"OID21135",0.589674413619165,1.04506623665508e-07,"Up",TRUE,0.57213647847405,4.27667387483714e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0175379351451154
"OID21136",-0.584708717948715,1.74890653350143e-09,"Down",TRUE,-0.524008730964407,4.76741318098595e-07,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0606999869843079
"OID21138",0.590652610340475,1.34536619889027e-09,"Up",TRUE,0.511942250857756,3.9672138983667e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0787103594827194
"OID21150",0.667131530054638,3.70724953626915e-07,"Up",TRUE,0.724433573914516,1.07066170862563e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0573020438598774
"OID21154",-1.16988587221521,1.04043632802876e-09,"Down",TRUE,-0.71618780282048,0.000102305626299004,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.453698069394731
"OID21159",0.681796553173599,1.45676838488319e-16,"Up",TRUE,0.678638863542584,1.85355905745795e-13,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0031576896310157
"OID21187",1.33390882723833,5.76680497952062e-19,"Up",TRUE,1.25496140089659,1.33757932280236e-14,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0789474263417429
"OID21226",2.24095952921394,1.01749676964499e-33,"Up",TRUE,2.20552374035809,2.60416551158748e-26,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0354357888558474
"OID21227",0.57226595628415,4.44580029571753e-06,"Up",TRUE,0.592467849894612,3.00667262163663e-05,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0202018936104624
"OID21259",0.515978566624629,9.89109419933101e-05,"Up",TRUE,0.543718210314798,0.000432912519077768,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0277396436901687
"OID21276",0.617029386296763,0.0185747308052855,"Up",TRUE,0.730322125523756,0.0110385697210074,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.113292739226994
"OID21284",-0.902418217738543,3.63925169918789e-11,"Down",TRUE,-0.86551663953947,2.56340709236984e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0369015781990734
"OID21291",-0.740561702395962,2.48347685676631e-09,"Down",TRUE,-0.590453548056702,6.78801930999015e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.15010815433926
"OID21296",0.918449924337954,1.85263363615498e-06,"Up",TRUE,1.06250507806658,3.60598390792505e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.144055153728625
"OID21298",-0.594932955023117,8.0682866109167e-12,"Down",TRUE,-0.511628076589501,3.87201358930173e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0833048784336166
"OID21309",0.866616792770068,1.63842746735909e-06,"Up",TRUE,0.870520746616707,1.9607166558518e-05,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.003903953846639
"OID21315",0.818912412778474,3.19630025740998e-13,"Up",TRUE,0.862496310970193,1.2055433055687e-12,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.043583898191719
"OID21322",0.534867166876835,2.53301426194805e-10,"Up",TRUE,0.565607425525824,1.16945906612941e-09,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0307402586489895
"OID21328",-0.782886116015129,1.31844983296881e-08,"Down",TRUE,-0.514606806215204,0.000162172009955743,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.268279309799924
"OID21337",0.681648297604032,8.64148259254201e-08,"Up",TRUE,0.746529095280175,1.80845112064382e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0648807976761432
"OID21364",-0.632875889029001,2.64552199765162e-09,"Down",TRUE,-0.560796888965223,3.5994784923334e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.0720790000637772
"OID21372",-0.789992131147536,8.13813184160266e-09,"Down",TRUE,-0.518682014866106,0.000209201605002741,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.27131011628143
"OID21378",-1.23029272123225,1.21792198421702e-08,"Down",TRUE,-1.10559184134379,8.09164237959723e-06,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.124700879888466
"OID21391",-1.27318466162253,5.94798683549956e-09,"Down",TRUE,-0.640434868015539,0.00105718529995446,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.632749793606987
"OID21393",-0.636134754098357,8.80577479110289e-11,"Down",TRUE,-0.626313070441343,8.12275374913676e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.00982168365701452
"OID21410",0.63448883144178,5.19010850095921e-06,"Up",TRUE,0.683510921869567,7.23349361329459e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0490220904277866
"OID21411",-1.39830217738545,2.72084138727911e-07,"Down",TRUE,-0.930343015374826,0.000913996349714106,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.467959162010623
"OID21419",-0.896855388818828,2.44188443977387e-09,"Down",TRUE,-0.594212230380777,2.31696622579216e-05,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.30264315843805
"OID21421",0.75718373266078,1.04043632802876e-09,"Up",TRUE,0.760897600753121,2.56340709236984e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.00371386809234076
"OID21425",0.585782471626731,5.70193840623715e-05,"Up",TRUE,0.544067368465791,0.00116982358273644,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0417151031609393
"OID21429",0.870458982765865,4.48416307039197e-21,"Up",TRUE,0.825620348291831,6.70660488638504e-17,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0448386344740341
"OID21439",-1.1476784741488,4.25886592936186e-13,"Down",TRUE,-0.916153615507383,2.14864031413565e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.231524858641416
"OID21446",-0.880708692728033,9.05727319272969e-08,"Down",TRUE,-0.511875188085648,0.00109945327953815,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.368833504642385
